Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,URL,Description
"4, 5 BHK Apartment in Science City, Ahmedabad",,9191.0,5,,,Apartment,,,,,,99acres,"""The Gold Skyvilla\nNEW BOOKING\n4, 5 BHK Apartment in Science City, Ahmedabad\n4 BHK Apartment\n\u20b93.27 Cr\n5 BHK Apartment\nPrice on Request\nNearby :\nSP Ring Road\nOxygen Park\n+3\n\nCheck out 4,5 BHK apartments in Science City, now available for sale at The Gold Skyvilla. The Gold Skyvilla is a RERA- registered society and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA10292/080622 is the RERA registration number. Apartments in this complex are available in price range of Rs. 3.27 Cr. The Gold Skyvilla apartments""",https://www.99acres.com/the-gold-skyvilla-science-city-ahmedabad-west-npxid-r393387,"The Gold Skyvilla
NEW BOOKING
4, 5 BHK Apartment in Science City, Ahmedabad
4 BHK Apartment
₹3.27 Cr
5 BHK Apartment
Price on Request
Nearby :
SP Ring Road
Oxygen Park
+3

Check out 4,5 BHK apartments"
"4, 5 BHK Apartment in Science City, Ahmedabad",,9191.0,5,,,Apartment,,,,,,99acres,"""The Gold Skyvilla\nNEW BOOKING\n4, 5 BHK Apartment in Science City, Ahmedabad\n4 BHK Apartment\n\u20b93.27 Cr\n5 BHK Apartment\nPrice on Request\nNearby :\nSP Ring Road\nOxygen Park\n+3\n\nCheck out 4,5 BHK apartments in Science City, now available for sale at The Gold Skyvilla. The Gold Skyvilla is a RERA- registered society and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA10292/080622 is the RERA registration number. Apartments in this complex are available in price range of Rs. 3.27 Cr. The Gold Skyvilla apartments""",https://www.99acres.com/the-gold-skyvilla-science-city-ahmedabad-west-npxid-r393387,"The Gold Skyvilla
NEW BOOKING
4, 5 BHK Apartment in Science City, Ahmedabad
4 BHK Apartment
₹3.27 Cr
5 BHK Apartment
Price on Request
Nearby :
SP Ring Road
Oxygen Park
+3

Check out 4,5 BHK apartments"
"3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North",,2020.0,4,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/6\nTS Tremont Adleap\nNEW BOOKING\n3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North\n3 BHK Apartment\n\u20b91.38 Cr\n4 BHK Apartment\n\u20b92.4 Cr\nNearby :\nSGVP International School\nKD Hospital\n+3\n\nCheck out 3,4 BHK apartments in Charodi, now available for sale at TS Tremont Adleap. Apartment prices in this housing society vary in the range of Rs. 1.38 - 2.4 Cr. Apartments in TS Tremont Adleap have CARPET area ranging between 1,231 - 2,020 sqft. TS Tremont Adlea""",https://www.99acres.com/ts-tremont-adleap-charodi-ahmedabad-north-npxid-r428544,"Under Construction · Completion in Dec, 2028
1/6
TS Tremont Adleap
NEW BOOKING
3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North
3 BHK Apartment
₹1.38 Cr
4 BHK Apartment
₹2.4 Cr
Nearby :
SGVP Inter"
"3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North",,2020.0,4,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/6\nTS Tremont Adleap\nNEW BOOKING\n3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North\n3 BHK Apartment\n\u20b91.38 Cr\n4 BHK Apartment\n\u20b92.4 Cr\nNearby :\nSGVP International School\nKD Hospital\n+3\n\nCheck out 3,4 BHK apartments in Charodi, now available for sale at TS Tremont Adleap. Apartment prices in this housing society vary in the range of Rs. 1.38 - 2.4 Cr. Apartments in TS Tremont Adleap have CARPET area ranging between 1,231 - 2,020 sqft. TS Tremont Adlea""",https://www.99acres.com/ts-tremont-adleap-charodi-ahmedabad-north-npxid-r428544,"Under Construction · Completion in Dec, 2028
1/6
TS Tremont Adleap
NEW BOOKING
3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North
3 BHK Apartment
₹1.38 Cr
4 BHK Apartment
₹2.4 Cr
Nearby :
SGVP Inter"
"3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North",,2020.0,4,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/6\nTS Tremont Adleap\nNEW BOOKING\n3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North\n3 BHK Apartment\n\u20b91.38 Cr\n4 BHK Apartment\n\u20b92.4 Cr\nNearby :\nSGVP International School\nKD Hospital\n+3\n\nCheck out 3,4 BHK apartments in Charodi, now available for sale at TS Tremont Adleap. Apartment prices in this housing society vary in the range of Rs. 1.38 - 2.4 Cr. Apartments in TS Tremont Adleap have CARPET area ranging between 1,231 - 2,020 sqft. TS Tremont Adlea""",https://www.99acres.com/ts-tremont-adleap-charodi-ahmedabad-north-npxid-r428544,"Under Construction · Completion in Dec, 2028
1/6
TS Tremont Adleap
NEW BOOKING
3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North
3 BHK Apartment
₹1.38 Cr
4 BHK Apartment
₹2.4 Cr
Nearby :
SGVP Inter"
"3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North",,2020.0,4,,,Apartment,,,,,,99acres,"""TS Tremont Adleap\nNEW BOOKING\n3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North\n3 BHK Apartment\n\u20b91.38 Cr\n4 BHK Apartment\n\u20b92.4 Cr\nNearby :\nSGVP International School\nKD Hospital\n+3\n\nCheck out 3,4 BHK apartments in Charodi, now available for sale at TS Tremont Adleap. Apartment prices in this housing society vary in the range of Rs. 1.38 - 2.4 Cr. Apartments in TS Tremont Adleap have CARPET area ranging between 1,231 - 2,020 sqft. TS Tremont Adleap 's RERA registration number is PR/GJ/AHMEDABAD/""",https://www.99acres.com/ts-tremont-adleap-charodi-ahmedabad-north-npxid-r428544,"TS Tremont Adleap
NEW BOOKING
3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North
3 BHK Apartment
₹1.38 Cr
4 BHK Apartment
₹2.4 Cr
Nearby :
SGVP International School
KD Hospital
+3

Check out 3,4 BHK"
"3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North",,2020.0,4,,,Apartment,,,,,,99acres,"""TS Tremont Adleap\nNEW BOOKING\n3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North\n3 BHK Apartment\n\u20b91.38 Cr\n4 BHK Apartment\n\u20b92.4 Cr\nNearby :\nSGVP International School\nKD Hospital\n+3\n\nCheck out 3,4 BHK apartments in Charodi, now available for sale at TS Tremont Adleap. Apartment prices in this housing society vary in the range of Rs. 1.38 - 2.4 Cr. Apartments in TS Tremont Adleap have CARPET area ranging between 1,231 - 2,020 sqft. TS Tremont Adleap 's RERA registration number is PR/GJ/AHMEDABAD/""",https://www.99acres.com/ts-tremont-adleap-charodi-ahmedabad-north-npxid-r428544,"TS Tremont Adleap
NEW BOOKING
3, 4 BHK Apartment in Charodi, Gota, Ahmedabad North
3 BHK Apartment
₹1.38 Cr
4 BHK Apartment
₹2.4 Cr
Nearby :
SGVP International School
KD Hospital
+3

Check out 3,4 BHK"
"2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle",,635.0,2,,,Apartment,Builder,,,,,99acres,"""Ready To Move \u00b7 Since May, 2025\n1/2\nAdani Aster Neo\nNEW BOOKING\n2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle\n2 BHK Apartment\n\u20b978 L\nNearby :\nThe Belvedere Golf and Country Club\nAdani Institute of Infrastructure Eng.\n+3\n\nBeautiful 2 BHK apartments in Shantigram, are now available in Adani Aster Neo housing project. This society offers apartments in the price range of Rs. 78 L. Apartments in Adani Aster Neo have CARPET area ranging between 635 sqft. This society is RERA approved and PR/G""",https://www.99acres.com/adani-aster-neo-shantigram-ahmedabad-north-npxid-r412428,"Ready To Move · Since May, 2025
1/2
Adani Aster Neo
NEW BOOKING
2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle
2 BHK Apartment
₹78 L
Nearby :
The Belvedere Golf and Country Club
Adani Institu"
"2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle",,635.0,2,,,Apartment,Builder,,,,,99acres,"""Ready To Move \u00b7 Since May, 2025\n1/2\nAdani Aster Neo\nNEW BOOKING\n2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle\n2 BHK Apartment\n\u20b978 L\nNearby :\nThe Belvedere Golf and Country Club\nAdani Institute of Infrastructure Eng.\n+3\n\nBeautiful 2 BHK apartments in Shantigram, are now available in Adani Aster Neo housing project. This society offers apartments in the price range of Rs. 78 L. Apartments in Adani Aster Neo have CARPET area ranging between 635 sqft. This society is RERA approved and PR/G""",https://www.99acres.com/adani-aster-neo-shantigram-ahmedabad-north-npxid-r412428,"Ready To Move · Since May, 2025
1/2
Adani Aster Neo
NEW BOOKING
2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle
2 BHK Apartment
₹78 L
Nearby :
The Belvedere Golf and Country Club
Adani Institu"
"2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle",,635.0,2,,,Apartment,,,,,,99acres,"""Ready To Move \u00b7 Since May, 2025\n1/2\nAdani Aster Neo\nNEW BOOKING\n2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle\n2 BHK Apartment\n\u20b978 L\nNearby :\nThe Belvedere Golf and Country Club\nAdani Institute of Infrastructure Eng.\n+3\n\nBeautiful 2 BHK apartments in Shantigram, are now available in Adani Aster Neo housing project. This society offers apartments in the price range of Rs. 78 L. Apartments in Adani Aster Neo have CARPET area ranging between 635 sqft. This society is RERA approved and PR/G""",https://www.99acres.com/adani-aster-neo-shantigram-ahmedabad-north-npxid-r412428,"Ready To Move · Since May, 2025
1/2
Adani Aster Neo
NEW BOOKING
2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle
2 BHK Apartment
₹78 L
Nearby :
The Belvedere Golf and Country Club
Adani Institu"
"2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle",,635.0,2,,,Apartment,,,,,,99acres,"""Adani Aster Neo\nNEW BOOKING\n2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle\n2 BHK Apartment\n\u20b978 L\nNearby :\nThe Belvedere Golf and Country Club\nAdani Institute of Infrastructure Eng.\n+3\n\nBeautiful 2 BHK apartments in Shantigram, are now available in Adani Aster Neo housing project. This society offers apartments in the price range of Rs. 78 L. Apartments in Adani Aster Neo have CARPET area ranging between 635 sqft. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA11""",https://www.99acres.com/adani-aster-neo-shantigram-ahmedabad-north-npxid-r412428,"Adani Aster Neo
NEW BOOKING
2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle
2 BHK Apartment
₹78 L
Nearby :
The Belvedere Golf and Country Club
Adani Institute of Infrastructure Eng.
+3

Beauti"
"2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle",,635.0,2,,,Apartment,,,,,,99acres,"""Adani Aster Neo\nNEW BOOKING\n2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle\n2 BHK Apartment\n\u20b978 L\nNearby :\nThe Belvedere Golf and Country Club\nAdani Institute of Infrastructure Eng.\n+3\n\nBeautiful 2 BHK apartments in Shantigram, are now available in Adani Aster Neo housing project. This society offers apartments in the price range of Rs. 78 L. Apartments in Adani Aster Neo have CARPET area ranging between 635 sqft. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA11""",https://www.99acres.com/adani-aster-neo-shantigram-ahmedabad-north-npxid-r412428,"Adani Aster Neo
NEW BOOKING
2 BHK Apartment in Adani Shantigram, Vaishnodevi Circle
2 BHK Apartment
₹78 L
Nearby :
The Belvedere Golf and Country Club
Adani Institute of Infrastructure Eng.
+3

Beauti"
"2, 3 BHK Apartment in Chamunda Nagar, New Ranip",,819.0,3,,,Apartment,Builder,,,,,99acres,"""New Launch \u00b7 Completion in Dec, 2030\n1/3\nRajshree Green Park\nNEW BOOKING\n2, 3 BHK Apartment in Chamunda Nagar, New Ranip\n2 BHK Apartment\n\u20b960 - 61.41 L\n3 BHK Apartment\n\u20b983 L\nNearby :\nCentre Point\nSunrise Hospital Gota\n+3\n\nFinest 2,3 BHK apartments in Chamunda Nagar available for sale in Rajshree Green Park. Rajshree Green Park apartments are available in multiples sizes, ranging from 597 - 819 sqft CARPET area. Rajshree Green Park 's RERA registration number is RAA15885/220925/311230. Apartment p""",https://www.99acres.com/rajshree-green-park-chamunda-nagar-ahmedabad-north-npxid-r454890,"New Launch · Completion in Dec, 2030
1/3
Rajshree Green Park
NEW BOOKING
2, 3 BHK Apartment in Chamunda Nagar, New Ranip
2 BHK Apartment
₹60 - 61.41 L
3 BHK Apartment
₹83 L
Nearby :
Centre Point
Sunri"
"2, 3 BHK Apartment in Chamunda Nagar, New Ranip",,819.0,3,,,Apartment,Builder,,,,,99acres,"""New Launch \u00b7 Completion in Dec, 2030\n1/3\nRajshree Green Park\nNEW BOOKING\n2, 3 BHK Apartment in Chamunda Nagar, New Ranip\n2 BHK Apartment\n\u20b960 - 61.41 L\n3 BHK Apartment\n\u20b983 L\nNearby :\nCentre Point\nSunrise Hospital Gota\n+3\n\nFinest 2,3 BHK apartments in Chamunda Nagar available for sale in Rajshree Green Park. Rajshree Green Park apartments are available in multiples sizes, ranging from 597 - 819 sqft CARPET area. Rajshree Green Park 's RERA registration number is RAA15885/220925/311230. Apartment p""",https://www.99acres.com/rajshree-green-park-chamunda-nagar-ahmedabad-north-npxid-r454890,"New Launch · Completion in Dec, 2030
1/3
Rajshree Green Park
NEW BOOKING
2, 3 BHK Apartment in Chamunda Nagar, New Ranip
2 BHK Apartment
₹60 - 61.41 L
3 BHK Apartment
₹83 L
Nearby :
Centre Point
Sunri"
"2, 3 BHK Apartment in Chamunda Nagar, New Ranip",,819.0,3,,,Apartment,,,,,,99acres,"""New Launch \u00b7 Completion in Dec, 2030\n1/3\nRajshree Green Park\nNEW BOOKING\n2, 3 BHK Apartment in Chamunda Nagar, New Ranip\n2 BHK Apartment\n\u20b960 - 61.41 L\n3 BHK Apartment\n\u20b983 L\nNearby :\nCentre Point\nSunrise Hospital Gota\n+3\n\nFinest 2,3 BHK apartments in Chamunda Nagar available for sale in Rajshree Green Park. Rajshree Green Park apartments are available in multiples sizes, ranging from 597 - 819 sqft CARPET area. Rajshree Green Park 's RERA registration number is RAA15885/220925/311230. Apartment p""",https://www.99acres.com/rajshree-green-park-chamunda-nagar-ahmedabad-north-npxid-r454890,"New Launch · Completion in Dec, 2030
1/3
Rajshree Green Park
NEW BOOKING
2, 3 BHK Apartment in Chamunda Nagar, New Ranip
2 BHK Apartment
₹60 - 61.41 L
3 BHK Apartment
₹83 L
Nearby :
Centre Point
Sunri"
"2, 3 BHK Apartment in Chamunda Nagar, New Ranip",,819.0,3,,,Apartment,,,,,,99acres,"""Rajshree Green Park\nNEW BOOKING\n2, 3 BHK Apartment in Chamunda Nagar, New Ranip\n2 BHK Apartment\n\u20b960 - 61.41 L\n3 BHK Apartment\n\u20b983 L\nNearby :\nCentre Point\nSunrise Hospital Gota\n+3\n\nFinest 2,3 BHK apartments in Chamunda Nagar available for sale in Rajshree Green Park. Rajshree Green Park apartments are available in multiples sizes, ranging from 597 - 819 sqft CARPET area. Rajshree Green Park 's RERA registration number is RAA15885/220925/311230. Apartment prices in this housing society vary in the""",https://www.99acres.com/rajshree-green-park-chamunda-nagar-ahmedabad-north-npxid-r454890,"Rajshree Green Park
NEW BOOKING
2, 3 BHK Apartment in Chamunda Nagar, New Ranip
2 BHK Apartment
₹60 - 61.41 L
3 BHK Apartment
₹83 L
Nearby :
Centre Point
Sunrise Hospital Gota
+3

Finest 2,3 BHK apart"
"2, 3 BHK Apartment in Chamunda Nagar, New Ranip",,819.0,3,,,Apartment,,,,,,99acres,"""Rajshree Green Park\nNEW BOOKING\n2, 3 BHK Apartment in Chamunda Nagar, New Ranip\n2 BHK Apartment\n\u20b960 - 61.41 L\n3 BHK Apartment\n\u20b983 L\nNearby :\nCentre Point\nSunrise Hospital Gota\n+3\n\nFinest 2,3 BHK apartments in Chamunda Nagar available for sale in Rajshree Green Park. Rajshree Green Park apartments are available in multiples sizes, ranging from 597 - 819 sqft CARPET area. Rajshree Green Park 's RERA registration number is RAA15885/220925/311230. Apartment prices in this housing society vary in the""",https://www.99acres.com/rajshree-green-park-chamunda-nagar-ahmedabad-north-npxid-r454890,"Rajshree Green Park
NEW BOOKING
2, 3 BHK Apartment in Chamunda Nagar, New Ranip
2 BHK Apartment
₹60 - 61.41 L
3 BHK Apartment
₹83 L
Nearby :
Centre Point
Sunrise Hospital Gota
+3

Finest 2,3 BHK apart"
"2, 3 BHK Apartment in Jagatpur, Ahmedabad",,2142.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2027\n1/2\nBlue Bell\nNEW BOOKING\n2, 3 BHK Apartment in Jagatpur, Ahmedabad\n2 BHK Apartment\n\u20b965 L\n3 BHK Apartment\n\u20b91.02 - 1.13 Cr\nNearby :\nSG Highway\nNirma University\n+3\n\nBeautiful 2,3 BHK apartments in Jagatpur, are now available in Blue Bell housing project. Blue Bell apartments are available in multiples sizes, ranging from 1,413 - 2,142 sqft SUPER area. Apartments in this complex are available in price range of Rs. 65 L - 1.13 Cr. Blue Bell is a RERA- reg""",https://www.99acres.com/blue-bell-jagatpur-ahmedabad-north-npxid-r412504,"Under Construction · Completion in Dec, 2027
1/2
Blue Bell
NEW BOOKING
2, 3 BHK Apartment in Jagatpur, Ahmedabad
2 BHK Apartment
₹65 L
3 BHK Apartment
₹1.02 - 1.13 Cr
Nearby :
SG Highway
Nirma Univers"
"2, 3 BHK Apartment in Jagatpur, Ahmedabad",,2142.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2027\n1/2\nBlue Bell\nNEW BOOKING\n2, 3 BHK Apartment in Jagatpur, Ahmedabad\n2 BHK Apartment\n\u20b965 L\n3 BHK Apartment\n\u20b91.02 - 1.13 Cr\nNearby :\nSG Highway\nNirma University\n+3\n\nBeautiful 2,3 BHK apartments in Jagatpur, are now available in Blue Bell housing project. Blue Bell apartments are available in multiples sizes, ranging from 1,413 - 2,142 sqft SUPER area. Apartments in this complex are available in price range of Rs. 65 L - 1.13 Cr. Blue Bell is a RERA- reg""",https://www.99acres.com/blue-bell-jagatpur-ahmedabad-north-npxid-r412504,"Under Construction · Completion in Dec, 2027
1/2
Blue Bell
NEW BOOKING
2, 3 BHK Apartment in Jagatpur, Ahmedabad
2 BHK Apartment
₹65 L
3 BHK Apartment
₹1.02 - 1.13 Cr
Nearby :
SG Highway
Nirma Univers"
"2, 3 BHK Apartment in Jagatpur, Ahmedabad",,2142.0,3,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2027\n1/2\nBlue Bell\nNEW BOOKING\n2, 3 BHK Apartment in Jagatpur, Ahmedabad\n2 BHK Apartment\n\u20b965 L\n3 BHK Apartment\n\u20b91.02 - 1.13 Cr\nNearby :\nSG Highway\nNirma University\n+3\n\nBeautiful 2,3 BHK apartments in Jagatpur, are now available in Blue Bell housing project. Blue Bell apartments are available in multiples sizes, ranging from 1,413 - 2,142 sqft SUPER area. Apartments in this complex are available in price range of Rs. 65 L - 1.13 Cr. Blue Bell is a RERA- reg""",https://www.99acres.com/blue-bell-jagatpur-ahmedabad-north-npxid-r412504,"Under Construction · Completion in Dec, 2027
1/2
Blue Bell
NEW BOOKING
2, 3 BHK Apartment in Jagatpur, Ahmedabad
2 BHK Apartment
₹65 L
3 BHK Apartment
₹1.02 - 1.13 Cr
Nearby :
SG Highway
Nirma Univers"
"2, 3 BHK Apartment in Jagatpur, Ahmedabad",,2142.0,3,,,Apartment,,,,,,99acres,"""Blue Bell\nNEW BOOKING\n2, 3 BHK Apartment in Jagatpur, Ahmedabad\n2 BHK Apartment\n\u20b965 L\n3 BHK Apartment\n\u20b91.02 - 1.13 Cr\nNearby :\nSG Highway\nNirma University\n+3\n\nBeautiful 2,3 BHK apartments in Jagatpur, are now available in Blue Bell housing project. Blue Bell apartments are available in multiples sizes, ranging from 1,413 - 2,142 sqft SUPER area. Apartments in this complex are available in price range of Rs. 65 L - 1.13 Cr. Blue Bell is a RERA- registered society and PR/GJ/AHMEDABAD/AHMEDABAD CIT""",https://www.99acres.com/blue-bell-jagatpur-ahmedabad-north-npxid-r412504,"Blue Bell
NEW BOOKING
2, 3 BHK Apartment in Jagatpur, Ahmedabad
2 BHK Apartment
₹65 L
3 BHK Apartment
₹1.02 - 1.13 Cr
Nearby :
SG Highway
Nirma University
+3

Beautiful 2,3 BHK apartments in Jagatpur,"
"2, 3 BHK Apartment in Jagatpur, Ahmedabad",,2142.0,3,,,Apartment,,,,,,99acres,"""Blue Bell\nNEW BOOKING\n2, 3 BHK Apartment in Jagatpur, Ahmedabad\n2 BHK Apartment\n\u20b965 L\n3 BHK Apartment\n\u20b91.02 - 1.13 Cr\nNearby :\nSG Highway\nNirma University\n+3\n\nBeautiful 2,3 BHK apartments in Jagatpur, are now available in Blue Bell housing project. Blue Bell apartments are available in multiples sizes, ranging from 1,413 - 2,142 sqft SUPER area. Apartments in this complex are available in price range of Rs. 65 L - 1.13 Cr. Blue Bell is a RERA- registered society and PR/GJ/AHMEDABAD/AHMEDABAD CIT""",https://www.99acres.com/blue-bell-jagatpur-ahmedabad-north-npxid-r412504,"Blue Bell
NEW BOOKING
2, 3 BHK Apartment in Jagatpur, Ahmedabad
2 BHK Apartment
₹65 L
3 BHK Apartment
₹1.02 - 1.13 Cr
Nearby :
SG Highway
Nirma University
+3

Beautiful 2,3 BHK apartments in Jagatpur,"
"3 BHK Flat in Paldi, Ahmedabad","₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move",211.0,3,4.0,,Apartment,Owner,,"Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA",,,99acres,"""16\nBhojani Sumeru One\nRESALE\n3 BHK Flat in Paldi, Ahmedabad\n\u00b7\nRERA\n\u20b91.27 Cr\n\u20b960,000 /sqft\n211 sqft\n(20 sqm)\nSuper Built-up Area\n3 BHK\n(4 Baths)\nReady To Move\nHighlights :\nEast Facing\nTop Floor\n+2\n\nSituated in paldi, ahmedabad west, sumeru one is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in ahmedabad west is your opportunity to be a part of this community. The flat is east-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathroom""",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhojani-sumeru-one-paldi-ahmedabad-west-211-sq-ft-spid-I82334086,"16
Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA
₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move
Highlights :
East Facing
Top Floor
+2

Sit"
"3 BHK Flat in Paldi, Ahmedabad","₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move",211.0,3,4.0,,Apartment,Owner,,"Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA",,,99acres,"""16\nBhojani Sumeru One\nRESALE\n3 BHK Flat in Paldi, Ahmedabad\n\u00b7\nRERA\n\u20b91.27 Cr\n\u20b960,000 /sqft\n211 sqft\n(20 sqm)\nSuper Built-up Area\n3 BHK\n(4 Baths)\nReady To Move\nHighlights :\nEast Facing\nTop Floor\n+2\n\nSituated in paldi, ahmedabad west, sumeru one is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in ahmedabad west is your opportunity to be a part of this community. The flat is east-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathroom""",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhojani-sumeru-one-paldi-ahmedabad-west-211-sq-ft-spid-I82334086,"16
Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA
₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move
Highlights :
East Facing
Top Floor
+2

Sit"
"3 BHK Flat in Paldi, Ahmedabad","₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move",211.0,3,4.0,,Apartment,,,"Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA",,,99acres,"""16\nBhojani Sumeru One\nRESALE\n3 BHK Flat in Paldi, Ahmedabad\n\u00b7\nRERA\n\u20b91.27 Cr\n\u20b960,000 /sqft\n211 sqft\n(20 sqm)\nSuper Built-up Area\n3 BHK\n(4 Baths)\nReady To Move\nHighlights :\nEast Facing\nTop Floor\n+2\n\nSituated in paldi, ahmedabad west, sumeru one is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in ahmedabad west is your opportunity to be a part of this community. The flat is east-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathroom""",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhojani-sumeru-one-paldi-ahmedabad-west-211-sq-ft-spid-I82334086,"16
Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA
₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move
Highlights :
East Facing
Top Floor
+2

Sit"
"3 BHK Flat in Paldi, Ahmedabad","₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move",211.0,3,4.0,,Apartment,,,"Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA",,,99acres,"""Bhojani Sumeru One\nRESALE\n3 BHK Flat in Paldi, Ahmedabad\n\u00b7\nRERA\n\u20b91.27 Cr\n\u20b960,000 /sqft\n211 sqft\n(20 sqm)\nSuper Built-up Area\n3 BHK\n(4 Baths)\nReady To Move\nHighlights :\nEast Facing\nTop Floor\n+2\n\nSituated in paldi, ahmedabad west, sumeru one is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in ahmedabad west is your opportunity to be a part of this community. The flat is east-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathrooms a""",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhojani-sumeru-one-paldi-ahmedabad-west-211-sq-ft-spid-I82334086,"Bhojani Sumeru One
RESALE
3 BHK Flat in Paldi, Ahmedabad
·
RERA
₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move
Highlights :
East Facing
Top Floor
+2

Situat"
,"₹1.27 Cr
₹60,000 /sqft",211.0,3,4.0,,,,,,,,99acres,"""\u20b91.27 Cr\n\u20b960,000 /sqft\n211 sqft\n(20 sqm)\nSuper Built-up Area\n3 BHK\n(4 Baths)\nReady To Move""",,"₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move"
,"₹1.27 Cr
₹60,000 /sqft",211.0,3,4.0,,,,,,,,99acres,"""\u20b91.27 Cr\n\u20b960,000 /sqft\n211 sqft\n(20 sqm)\nSuper Built-up Area\n3 BHK\n(4 Baths)\nReady To Move""",,"₹1.27 Cr
₹60,000 /sqft
211 sqft
(20 sqm)
Super Built-up Area
3 BHK
(4 Baths)
Ready To Move"
