Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,URL,Description
"3 BHK Apartment in South Bopal, Ahmedabad",,858.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/3\nSerenity Shivam\nNEW BOOKING\n3 BHK Apartment in South Bopal, Ahmedabad\n3 BHK Apartment\n\u20b975.71 - 85 L\nNearby :\nVIP Road\nGoraghuma\n+3\n\nHere are beautifully built 3 BHK apartments in South Bopal, available for sale at Serenity Shivam. Serenity Shivam has apartments in multiple configurations, in range of 850 - 858 sqft. Prices of apartments in this project, vary between Rs. 75.71 - 85 L. Serenity Shivam 's RERA registration number is PR/GJ/AHMEDABAD/A""",https://www.99acres.com/serenity-shivam-south-bopal-ahmedabad-west-npxid-r422985,"Under Construction · Completion in Dec, 2028
1/3
Serenity Shivam
NEW BOOKING
3 BHK Apartment in South Bopal, Ahmedabad
3 BHK Apartment
₹75.71 - 85 L
Nearby :
VIP Road
Goraghuma
+3

Here are beautifull"
"3 BHK Apartment in South Bopal, Ahmedabad",,858.0,3,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/3\nSerenity Shivam\nNEW BOOKING\n3 BHK Apartment in South Bopal, Ahmedabad\n3 BHK Apartment\n\u20b975.71 - 85 L\nNearby :\nVIP Road\nGoraghuma\n+3\n\nHere are beautifully built 3 BHK apartments in South Bopal, available for sale at Serenity Shivam. Serenity Shivam has apartments in multiple configurations, in range of 850 - 858 sqft. Prices of apartments in this project, vary between Rs. 75.71 - 85 L. Serenity Shivam 's RERA registration number is PR/GJ/AHMEDABAD/A""",https://www.99acres.com/serenity-shivam-south-bopal-ahmedabad-west-npxid-r422985,"Under Construction · Completion in Dec, 2028
1/3
Serenity Shivam
NEW BOOKING
3 BHK Apartment in South Bopal, Ahmedabad
3 BHK Apartment
₹75.71 - 85 L
Nearby :
VIP Road
Goraghuma
+3

Here are beautifull"
"3 BHK Apartment in South Bopal, Ahmedabad",,858.0,3,,,Apartment,,,,,,99acres,"""Serenity Shivam\nNEW BOOKING\n3 BHK Apartment in South Bopal, Ahmedabad\n3 BHK Apartment\n\u20b975.71 - 85 L\nNearby :\nVIP Road\nGoraghuma\n+3\n\nHere are beautifully built 3 BHK apartments in South Bopal, available for sale at Serenity Shivam. Serenity Shivam has apartments in multiple configurations, in range of 850 - 858 sqft. Prices of apartments in this project, vary between Rs. 75.71 - 85 L. Serenity Shivam 's RERA registration number is PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA""",https://www.99acres.com/serenity-shivam-south-bopal-ahmedabad-west-npxid-r422985,"Serenity Shivam
NEW BOOKING
3 BHK Apartment in South Bopal, Ahmedabad
3 BHK Apartment
₹75.71 - 85 L
Nearby :
VIP Road
Goraghuma
+3

Here are beautifully built 3 BHK apartments in South Bopal, availabl"
"3 BHK Apartment in South Bopal, Ahmedabad",,858.0,3,,,Apartment,,,,,,99acres,"""Serenity Shivam\nNEW BOOKING\n3 BHK Apartment in South Bopal, Ahmedabad\n3 BHK Apartment\n\u20b975.71 - 85 L\nNearby :\nVIP Road\nGoraghuma\n+3\n\nHere are beautifully built 3 BHK apartments in South Bopal, available for sale at Serenity Shivam. Serenity Shivam has apartments in multiple configurations, in range of 850 - 858 sqft. Prices of apartments in this project, vary between Rs. 75.71 - 85 L. Serenity Shivam 's RERA registration number is PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA""",https://www.99acres.com/serenity-shivam-south-bopal-ahmedabad-west-npxid-r422985,"Serenity Shivam
NEW BOOKING
3 BHK Apartment in South Bopal, Ahmedabad
3 BHK Apartment
₹75.71 - 85 L
Nearby :
VIP Road
Goraghuma
+3

Here are beautifully built 3 BHK apartments in South Bopal, availabl"
"4, 5 BHK Apartment in Ambli, Ahmedabad",,7288.0,5,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Mar, 2029\n1/5\nThe Bellagio\nNEW BOOKING\n4, 5 BHK Apartment in Ambli, Ahmedabad\n4 BHK Apartment\n\u20b95.22 - 8.96 Cr\n5 BHK Apartment\n\u20b912.15 - 12.39 Cr\nNearby :\nAnand Niketan Group of Schools\nAhmedabad University\n+3\n\nThe Bellagio, one of the known housing societes in Ahmedabad West, brings classic yet modern 4,5 BHK apartments in Ambli. The housing society is RERA-registered with PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623 registration number. Here units have differen""",https://www.99acres.com/the-bellagio-ambli-ahmedabad-west-npxid-r414100,"Under Construction · Completion in Mar, 2029
1/5
The Bellagio
NEW BOOKING
4, 5 BHK Apartment in Ambli, Ahmedabad
4 BHK Apartment
₹5.22 - 8.96 Cr
5 BHK Apartment
₹12.15 - 12.39 Cr
Nearby :
Anand Niketa"
"4, 5 BHK Apartment in Ambli, Ahmedabad",,7288.0,5,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Mar, 2029\n1/5\nThe Bellagio\nNEW BOOKING\n4, 5 BHK Apartment in Ambli, Ahmedabad\n4 BHK Apartment\n\u20b95.22 - 8.96 Cr\n5 BHK Apartment\n\u20b912.15 - 12.39 Cr\nNearby :\nAnand Niketan Group of Schools\nAhmedabad University\n+3\n\nThe Bellagio, one of the known housing societes in Ahmedabad West, brings classic yet modern 4,5 BHK apartments in Ambli. The housing society is RERA-registered with PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623 registration number. Here units have differen""",https://www.99acres.com/the-bellagio-ambli-ahmedabad-west-npxid-r414100,"Under Construction · Completion in Mar, 2029
1/5
The Bellagio
NEW BOOKING
4, 5 BHK Apartment in Ambli, Ahmedabad
4 BHK Apartment
₹5.22 - 8.96 Cr
5 BHK Apartment
₹12.15 - 12.39 Cr
Nearby :
Anand Niketa"
"4, 5 BHK Apartment in Ambli, Ahmedabad",,7288.0,5,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Mar, 2029\n1/5\nThe Bellagio\nNEW BOOKING\n4, 5 BHK Apartment in Ambli, Ahmedabad\n4 BHK Apartment\n\u20b95.22 - 8.96 Cr\n5 BHK Apartment\n\u20b912.15 - 12.39 Cr\nNearby :\nAnand Niketan Group of Schools\nAhmedabad University\n+3\n\nThe Bellagio, one of the known housing societes in Ahmedabad West, brings classic yet modern 4,5 BHK apartments in Ambli. The housing society is RERA-registered with PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623 registration number. Here units have differen""",https://www.99acres.com/the-bellagio-ambli-ahmedabad-west-npxid-r414100,"Under Construction · Completion in Mar, 2029
1/5
The Bellagio
NEW BOOKING
4, 5 BHK Apartment in Ambli, Ahmedabad
4 BHK Apartment
₹5.22 - 8.96 Cr
5 BHK Apartment
₹12.15 - 12.39 Cr
Nearby :
Anand Niketa"
"4, 5 BHK Apartment in Ambli, Ahmedabad",,7288.0,5,,,Apartment,,,,,,99acres,"""The Bellagio\nNEW BOOKING\n4, 5 BHK Apartment in Ambli, Ahmedabad\n4 BHK Apartment\n\u20b95.22 - 8.96 Cr\n5 BHK Apartment\n\u20b912.15 - 12.39 Cr\nNearby :\nAnand Niketan Group of Schools\nAhmedabad University\n+3\n\nThe Bellagio, one of the known housing societes in Ahmedabad West, brings classic yet modern 4,5 BHK apartments in Ambli. The housing society is RERA-registered with PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623 registration number. Here units have different sizes, mostly in range of 3,072 - 7,288 sqft CA""",https://www.99acres.com/the-bellagio-ambli-ahmedabad-west-npxid-r414100,"The Bellagio
NEW BOOKING
4, 5 BHK Apartment in Ambli, Ahmedabad
4 BHK Apartment
₹5.22 - 8.96 Cr
5 BHK Apartment
₹12.15 - 12.39 Cr
Nearby :
Anand Niketan Group of Schools
Ahmedabad University
+3

The B"
"4, 5 BHK Apartment in Ambli, Ahmedabad",,7288.0,5,,,Apartment,,,,,,99acres,"""The Bellagio\nNEW BOOKING\n4, 5 BHK Apartment in Ambli, Ahmedabad\n4 BHK Apartment\n\u20b95.22 - 8.96 Cr\n5 BHK Apartment\n\u20b912.15 - 12.39 Cr\nNearby :\nAnand Niketan Group of Schools\nAhmedabad University\n+3\n\nThe Bellagio, one of the known housing societes in Ahmedabad West, brings classic yet modern 4,5 BHK apartments in Ambli. The housing society is RERA-registered with PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623 registration number. Here units have different sizes, mostly in range of 3,072 - 7,288 sqft CA""",https://www.99acres.com/the-bellagio-ambli-ahmedabad-west-npxid-r414100,"The Bellagio
NEW BOOKING
4, 5 BHK Apartment in Ambli, Ahmedabad
4 BHK Apartment
₹5.22 - 8.96 Cr
5 BHK Apartment
₹12.15 - 12.39 Cr
Nearby :
Anand Niketan Group of Schools
Ahmedabad University
+3

The B"
"3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road",,3120.0,4,,,Apartment,Builder,,,,,99acres,"""Ready To Move \u00b7 Since Dec, 2024\n1/5\nDeep Indraprasth Saptak\nNEW BOOKING\n3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road\n3 BHK Apartment\n\u20b91.71 Cr\n4 BHK Apartment\n\u20b92.5 Cr\nNearby :\nSt.Kabir School\nTerf English School\n+3\n\nDeep Indraprasth Saptak, one of the known housing societes in Ahmedabad West, brings classic yet modern 3,4 BHK apartments in Naranpura. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08765/140721 is the RERA number. Here units have different sizes, most""",https://www.99acres.com/deep-indraprasth-saptak-naranpura-ahmedabad-west-npxid-r378950,"Ready To Move · Since Dec, 2024
1/5
Deep Indraprasth Saptak
NEW BOOKING
3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road
3 BHK Apartment
₹1.71 Cr
4 BHK Apartment
₹2.5 Cr
Nearby :
St.Kabir School
Terf"
"3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road",,3120.0,4,,,Apartment,Builder,,,,,99acres,"""Ready To Move \u00b7 Since Dec, 2024\n1/5\nDeep Indraprasth Saptak\nNEW BOOKING\n3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road\n3 BHK Apartment\n\u20b91.71 Cr\n4 BHK Apartment\n\u20b92.5 Cr\nNearby :\nSt.Kabir School\nTerf English School\n+3\n\nDeep Indraprasth Saptak, one of the known housing societes in Ahmedabad West, brings classic yet modern 3,4 BHK apartments in Naranpura. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08765/140721 is the RERA number. Here units have different sizes, most""",https://www.99acres.com/deep-indraprasth-saptak-naranpura-ahmedabad-west-npxid-r378950,"Ready To Move · Since Dec, 2024
1/5
Deep Indraprasth Saptak
NEW BOOKING
3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road
3 BHK Apartment
₹1.71 Cr
4 BHK Apartment
₹2.5 Cr
Nearby :
St.Kabir School
Terf"
"3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road",,3120.0,4,,,Apartment,,,,,,99acres,"""Ready To Move \u00b7 Since Dec, 2024\n1/5\nDeep Indraprasth Saptak\nNEW BOOKING\n3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road\n3 BHK Apartment\n\u20b91.71 Cr\n4 BHK Apartment\n\u20b92.5 Cr\nNearby :\nSt.Kabir School\nTerf English School\n+3\n\nDeep Indraprasth Saptak, one of the known housing societes in Ahmedabad West, brings classic yet modern 3,4 BHK apartments in Naranpura. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08765/140721 is the RERA number. Here units have different sizes, most""",https://www.99acres.com/deep-indraprasth-saptak-naranpura-ahmedabad-west-npxid-r378950,"Ready To Move · Since Dec, 2024
1/5
Deep Indraprasth Saptak
NEW BOOKING
3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road
3 BHK Apartment
₹1.71 Cr
4 BHK Apartment
₹2.5 Cr
Nearby :
St.Kabir School
Terf"
"3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road",,3120.0,4,,,Apartment,,,,,,99acres,"""Deep Indraprasth Saptak\nNEW BOOKING\n3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road\n3 BHK Apartment\n\u20b91.71 Cr\n4 BHK Apartment\n\u20b92.5 Cr\nNearby :\nSt.Kabir School\nTerf English School\n+3\n\nDeep Indraprasth Saptak, one of the known housing societes in Ahmedabad West, brings classic yet modern 3,4 BHK apartments in Naranpura. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08765/140721 is the RERA number. Here units have different sizes, mostly in range of 2,250 - 3,120 sqft SU""",https://www.99acres.com/deep-indraprasth-saptak-naranpura-ahmedabad-west-npxid-r378950,"Deep Indraprasth Saptak
NEW BOOKING
3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road
3 BHK Apartment
₹1.71 Cr
4 BHK Apartment
₹2.5 Cr
Nearby :
St.Kabir School
Terf English School
+3

Deep Indraprasth"
"3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road",,3120.0,4,,,Apartment,,,,,,99acres,"""Deep Indraprasth Saptak\nNEW BOOKING\n3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road\n3 BHK Apartment\n\u20b91.71 Cr\n4 BHK Apartment\n\u20b92.5 Cr\nNearby :\nSt.Kabir School\nTerf English School\n+3\n\nDeep Indraprasth Saptak, one of the known housing societes in Ahmedabad West, brings classic yet modern 3,4 BHK apartments in Naranpura. This society is RERA approved and PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08765/140721 is the RERA number. Here units have different sizes, mostly in range of 2,250 - 3,120 sqft SU""",https://www.99acres.com/deep-indraprasth-saptak-naranpura-ahmedabad-west-npxid-r378950,"Deep Indraprasth Saptak
NEW BOOKING
3, 4 BHK Apartment in Naranpura, 132 Ft Ring Road
3 BHK Apartment
₹1.71 Cr
4 BHK Apartment
₹2.5 Cr
Nearby :
St.Kabir School
Terf English School
+3

Deep Indraprasth"
"3 BHK Apartment in Shela, Ahmedabad",,931.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2027\n1/4\nSun Skyview\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b973.98 L\nNearby :\nVIP Rd\nApollo International School\n+3\n\nSun Skyview society now offers elegantly built 3 BHK apartments in Shela. This society is RERA approved and PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 73.98 L. Here units have different sizes""",https://www.99acres.com/sun-skyview-shela-ahmedabad-west-npxid-r424389,"Under Construction · Completion in Dec, 2027
1/4
Sun Skyview
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹73.98 L
Nearby :
VIP Rd
Apollo International School
+3

Sun Skyview societ"
"3 BHK Apartment in Shela, Ahmedabad",,931.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2027\n1/4\nSun Skyview\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b973.98 L\nNearby :\nVIP Rd\nApollo International School\n+3\n\nSun Skyview society now offers elegantly built 3 BHK apartments in Shela. This society is RERA approved and PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 73.98 L. Here units have different sizes""",https://www.99acres.com/sun-skyview-shela-ahmedabad-west-npxid-r424389,"Under Construction · Completion in Dec, 2027
1/4
Sun Skyview
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹73.98 L
Nearby :
VIP Rd
Apollo International School
+3

Sun Skyview societ"
"3 BHK Apartment in Shela, Ahmedabad",,931.0,3,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2027\n1/4\nSun Skyview\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b973.98 L\nNearby :\nVIP Rd\nApollo International School\n+3\n\nSun Skyview society now offers elegantly built 3 BHK apartments in Shela. This society is RERA approved and PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 73.98 L. Here units have different sizes""",https://www.99acres.com/sun-skyview-shela-ahmedabad-west-npxid-r424389,"Under Construction · Completion in Dec, 2027
1/4
Sun Skyview
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹73.98 L
Nearby :
VIP Rd
Apollo International School
+3

Sun Skyview societ"
"3 BHK Apartment in Shela, Ahmedabad",,931.0,3,,,Apartment,,,,,,99acres,"""Sun Skyview\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b973.98 L\nNearby :\nVIP Rd\nApollo International School\n+3\n\nSun Skyview society now offers elegantly built 3 BHK apartments in Shela. This society is RERA approved and PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 73.98 L. Here units have different sizes, mostly in range of 931 sqft CARPET area""",https://www.99acres.com/sun-skyview-shela-ahmedabad-west-npxid-r424389,"Sun Skyview
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹73.98 L
Nearby :
VIP Rd
Apollo International School
+3

Sun Skyview society now offers elegantly built 3 BHK apartments in "
"3 BHK Apartment in Shela, Ahmedabad",,931.0,3,,,Apartment,,,,,,99acres,"""Sun Skyview\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b973.98 L\nNearby :\nVIP Rd\nApollo International School\n+3\n\nSun Skyview society now offers elegantly built 3 BHK apartments in Shela. This society is RERA approved and PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227 is the RERA number. Apartment prices in this housing society vary in the range of Rs. 73.98 L. Here units have different sizes, mostly in range of 931 sqft CARPET area""",https://www.99acres.com/sun-skyview-shela-ahmedabad-west-npxid-r424389,"Sun Skyview
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹73.98 L
Nearby :
VIP Rd
Apollo International School
+3

Sun Skyview society now offers elegantly built 3 BHK apartments in "
"2, 3 BHK Apartment in Adalaj, Ahmedabad",,1154.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/5\nNirman Sahvas\nNEW BOOKING\n2, 3 BHK Apartment in Adalaj, Ahmedabad\n2 BHK Apartment\n\u20b945.81 L\n3 BHK Apartment\n\u20b970.48 L\nNearby :\nDivine Child International School\nNational Highway 147\n+3\n\nCheck out 2,3 BHK apartments in Adalaj, now available for sale at Nirman Sahvas. Nirman Sahvas apartments are available in multiples sizes, ranging from 750 - 1,154 sqft CARPET area. Nirman Sahvas is a RERA- registered society and PR/GJ/GANDHINAGAR/GANDHINAGAR/Others""",https://www.99acres.com/nirman-sahvas-adalaj-ahmedabad-north-npxid-r408351,"Under Construction · Completion in Dec, 2028
1/5
Nirman Sahvas
NEW BOOKING
2, 3 BHK Apartment in Adalaj, Ahmedabad
2 BHK Apartment
₹45.81 L
3 BHK Apartment
₹70.48 L
Nearby :
Divine Child International"
"2, 3 BHK Apartment in Adalaj, Ahmedabad",,1154.0,3,,,Apartment,Builder,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/5\nNirman Sahvas\nNEW BOOKING\n2, 3 BHK Apartment in Adalaj, Ahmedabad\n2 BHK Apartment\n\u20b945.81 L\n3 BHK Apartment\n\u20b970.48 L\nNearby :\nDivine Child International School\nNational Highway 147\n+3\n\nCheck out 2,3 BHK apartments in Adalaj, now available for sale at Nirman Sahvas. Nirman Sahvas apartments are available in multiples sizes, ranging from 750 - 1,154 sqft CARPET area. Nirman Sahvas is a RERA- registered society and PR/GJ/GANDHINAGAR/GANDHINAGAR/Others""",https://www.99acres.com/nirman-sahvas-adalaj-ahmedabad-north-npxid-r408351,"Under Construction · Completion in Dec, 2028
1/5
Nirman Sahvas
NEW BOOKING
2, 3 BHK Apartment in Adalaj, Ahmedabad
2 BHK Apartment
₹45.81 L
3 BHK Apartment
₹70.48 L
Nearby :
Divine Child International"
"2, 3 BHK Apartment in Adalaj, Ahmedabad",,1154.0,3,,,Apartment,,,,,,99acres,"""Under Construction \u00b7 Completion in Dec, 2028\n1/5\nNirman Sahvas\nNEW BOOKING\n2, 3 BHK Apartment in Adalaj, Ahmedabad\n2 BHK Apartment\n\u20b945.81 L\n3 BHK Apartment\n\u20b970.48 L\nNearby :\nDivine Child International School\nNational Highway 147\n+3\n\nCheck out 2,3 BHK apartments in Adalaj, now available for sale at Nirman Sahvas. Nirman Sahvas apartments are available in multiples sizes, ranging from 750 - 1,154 sqft CARPET area. Nirman Sahvas is a RERA- registered society and PR/GJ/GANDHINAGAR/GANDHINAGAR/Others""",https://www.99acres.com/nirman-sahvas-adalaj-ahmedabad-north-npxid-r408351,"Under Construction · Completion in Dec, 2028
1/5
Nirman Sahvas
NEW BOOKING
2, 3 BHK Apartment in Adalaj, Ahmedabad
2 BHK Apartment
₹45.81 L
3 BHK Apartment
₹70.48 L
Nearby :
Divine Child International"
"2, 3 BHK Apartment in Adalaj, Ahmedabad",,1154.0,3,,,Apartment,,,,,,99acres,"""Nirman Sahvas\nNEW BOOKING\n2, 3 BHK Apartment in Adalaj, Ahmedabad\n2 BHK Apartment\n\u20b945.81 L\n3 BHK Apartment\n\u20b970.48 L\nNearby :\nDivine Child International School\nNational Highway 147\n+3\n\nCheck out 2,3 BHK apartments in Adalaj, now available for sale at Nirman Sahvas. Nirman Sahvas apartments are available in multiples sizes, ranging from 750 - 1,154 sqft CARPET area. Nirman Sahvas is a RERA- registered society and PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA11611/180423 is the RERA registration number.""",https://www.99acres.com/nirman-sahvas-adalaj-ahmedabad-north-npxid-r408351,"Nirman Sahvas
NEW BOOKING
2, 3 BHK Apartment in Adalaj, Ahmedabad
2 BHK Apartment
₹45.81 L
3 BHK Apartment
₹70.48 L
Nearby :
Divine Child International School
National Highway 147
+3

Check out 2,3 BH"
"2, 3 BHK Apartment in Adalaj, Ahmedabad",,1154.0,3,,,Apartment,,,,,,99acres,"""Nirman Sahvas\nNEW BOOKING\n2, 3 BHK Apartment in Adalaj, Ahmedabad\n2 BHK Apartment\n\u20b945.81 L\n3 BHK Apartment\n\u20b970.48 L\nNearby :\nDivine Child International School\nNational Highway 147\n+3\n\nCheck out 2,3 BHK apartments in Adalaj, now available for sale at Nirman Sahvas. Nirman Sahvas apartments are available in multiples sizes, ranging from 750 - 1,154 sqft CARPET area. Nirman Sahvas is a RERA- registered society and PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA11611/180423 is the RERA registration number.""",https://www.99acres.com/nirman-sahvas-adalaj-ahmedabad-north-npxid-r408351,"Nirman Sahvas
NEW BOOKING
2, 3 BHK Apartment in Adalaj, Ahmedabad
2 BHK Apartment
₹45.81 L
3 BHK Apartment
₹70.48 L
Nearby :
Divine Child International School
National Highway 147
+3

Check out 2,3 BH"
"3 BHK Apartment in Shela, Ahmedabad",,875.0,3,,,Apartment,Builder,,,,,99acres,"""New Launch \u00b7 Completion in Jul, 2030\n1/2\nShaligram Prestige\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b995 L\nNearby :\nApollo International School\nTRP Mall\n+3\n\nShaligram Prestige society now offers elegantly built 3 BHK apartments in Shela. Here units have different sizes, mostly in range of 856 - 875 sqft CARPET area. This society offers apartments in the price range of Rs. 95 L. Shaligram Prestige 's RERA registration number is MAA15583/240725/310730\n\nBuilder\nShaligram Grou""",https://www.99acres.com/shaligram-prestige-shela-ahmedabad-west-npxid-r449721,"New Launch · Completion in Jul, 2030
1/2
Shaligram Prestige
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹95 L
Nearby :
Apollo International School
TRP Mall
+3

Shaligram Prestige s"
"3 BHK Apartment in Shela, Ahmedabad",,875.0,3,,,Apartment,Builder,,,,,99acres,"""New Launch \u00b7 Completion in Jul, 2030\n1/2\nShaligram Prestige\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b995 L\nNearby :\nApollo International School\nTRP Mall\n+3\n\nShaligram Prestige society now offers elegantly built 3 BHK apartments in Shela. Here units have different sizes, mostly in range of 856 - 875 sqft CARPET area. This society offers apartments in the price range of Rs. 95 L. Shaligram Prestige 's RERA registration number is MAA15583/240725/310730\n\nBuilder\nShaligram Grou""",https://www.99acres.com/shaligram-prestige-shela-ahmedabad-west-npxid-r449721,"New Launch · Completion in Jul, 2030
1/2
Shaligram Prestige
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹95 L
Nearby :
Apollo International School
TRP Mall
+3

Shaligram Prestige s"
"3 BHK Apartment in Shela, Ahmedabad",,875.0,3,,,Apartment,,,,,,99acres,"""New Launch \u00b7 Completion in Jul, 2030\n1/2\nShaligram Prestige\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b995 L\nNearby :\nApollo International School\nTRP Mall\n+3\n\nShaligram Prestige society now offers elegantly built 3 BHK apartments in Shela. Here units have different sizes, mostly in range of 856 - 875 sqft CARPET area. This society offers apartments in the price range of Rs. 95 L. Shaligram Prestige 's RERA registration number is MAA15583/240725/310730""",https://www.99acres.com/shaligram-prestige-shela-ahmedabad-west-npxid-r449721,"New Launch · Completion in Jul, 2030
1/2
Shaligram Prestige
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹95 L
Nearby :
Apollo International School
TRP Mall
+3

Shaligram Prestige s"
"3 BHK Apartment in Shela, Ahmedabad",,875.0,3,,,Apartment,,,,,,99acres,"""Shaligram Prestige\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b995 L\nNearby :\nApollo International School\nTRP Mall\n+3\n\nShaligram Prestige society now offers elegantly built 3 BHK apartments in Shela. Here units have different sizes, mostly in range of 856 - 875 sqft CARPET area. This society offers apartments in the price range of Rs. 95 L. Shaligram Prestige 's RERA registration number is MAA15583/240725/310730""",https://www.99acres.com/shaligram-prestige-shela-ahmedabad-west-npxid-r449721,"Shaligram Prestige
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹95 L
Nearby :
Apollo International School
TRP Mall
+3

Shaligram Prestige society now offers elegantly built 3 BHK a"
"3 BHK Apartment in Shela, Ahmedabad",,875.0,3,,,Apartment,,,,,,99acres,"""Shaligram Prestige\nNEW BOOKING\n3 BHK Apartment in Shela, Ahmedabad\n3 BHK Apartment\n\u20b995 L\nNearby :\nApollo International School\nTRP Mall\n+3\n\nShaligram Prestige society now offers elegantly built 3 BHK apartments in Shela. Here units have different sizes, mostly in range of 856 - 875 sqft CARPET area. This society offers apartments in the price range of Rs. 95 L. Shaligram Prestige 's RERA registration number is MAA15583/240725/310730""",https://www.99acres.com/shaligram-prestige-shela-ahmedabad-west-npxid-r449721,"Shaligram Prestige
NEW BOOKING
3 BHK Apartment in Shela, Ahmedabad
3 BHK Apartment
₹95 L
Nearby :
Apollo International School
TRP Mall
+3

Shaligram Prestige society now offers elegantly built 3 BHK a"
